# Program:featureCounts v2.1.1; Command:"featureCounts" "-p" "-t" "gene" "-g" "locus_tag" "-a" "/home/nyako/projects/ProteinHunter/data/databases/target/methanosarcina_acetivorans/ncbi_dataset/data/GCF_000007345.1/genomic.gff" "-o" "counts/counts_new5.txt" "-T" "8" "bam/SRR20281612.sorted.bam" "bam/SRR20281613.sorted.bam" "bam/SRR20650029.sorted.bam" "bam/SRR20650030.sorted.bam" "bam/SRR20650031.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	bam/SRR20281612.sorted.bam	bam/SRR20281613.sorted.bam	bam/SRR20650029.sorted.bam	bam/SRR20650030.sorted.bam	bam/SRR20650031.sorted.bam
MA_RS05985	NC_003552.1	1359685	1362234	-	2550	712	739	74	78	42
MA_RS05990	NC_003552.1	1362462	1362992	+	531	557	314	167	114	136
MA_RS05995	NC_003552.1	1363025	1363771	-	747	1279	1047	83	40	68
MA_RS06000	NC_003552.1	1364136	1365224	+	1089	4547	4258	289	201	285
MA_RS06005	NC_003552.1	1365301	1366608	+	1308	2946	2571	1188	520	865
MA_RS06015	NC_003552.1	1366947	1371092	+	4146	580	495	63	40	34
MA_RS06020	NC_003552.1	1371111	1371716	+	606	404	424	64	30	60
MA_RS06025	NC_003552.1	1371890	1372438	-	549	3229	3031	432	235	346
MA_RS06030	NC_003552.1	1372749	1373261	-	513	102	64	18	44	33
MA_RS06035	NC_003552.1	1373348	1373623	-	276	24	17	15	0	11
MA_RS29740	NC_003552.1	1373797	1373919	-	123	80	65	14	11	9
MA_RS06045	NC_003552.1	1374361	1375692	-	1332	495	341	81	69	40
MA_RS06050	NC_003552.1	1375689	1376558	-	870	580	404	83	40	57
MA_RS06055	NC_003552.1	1377048	1378892	+	1845	8193	8421	1019	596	581
MA_RS06060	NC_003552.1	1378889	1382113	+	3225	6263	7755	556	384	415
MA_RS06065	NC_003552.1	1382153	1382947	-	795	3172	3025	317	160	231
MA_RS06070	NC_003552.1	1383532	1384272	-	741	4324	4890	379	232	230
MA_RS06075	NC_003552.1	1384334	1385185	-	852	4409	4165	519	351	327
MA_RS06080	NC_003552.1	1385282	1385749	-	468	970	1182	68	40	35
MA_RS06085	NC_003552.1	1385993	1386178	-	186	118	81	26	12	3
MA_RS06090	NC_003552.1	1386481	1387983	-	1503	2720	3409	288	137	176
MA_RS06095	NC_003552.1	1388704	1390170	+	1467	9433	9558	1056	606	754
MA_RS06100	NC_003552.1	1390404	1392905	-	2502	17178	16902	3623	1696	2265
MA_RS06105	NC_003552.1	1393005	1394033	-	1029	7108	7133	2431	1503	1419
MA_RS06110	NC_003552.1	1394060	1395082	-	1023	7010	6084	999	652	632
MA_RS06115	NC_003552.1	1395472	1396542	+	1071	1645	1477	962	947	717
MA_RS06120	NC_003552.1	1396529	1397311	+	783	491	248	118	74	37
MA_RS06125	NC_003552.1	1397311	1398540	+	1230	1118	834	188	117	149
MA_RS24405	NC_003552.1	1398528	1399958	+	1431	946	602	169	149	120
MA_RS06135	NC_003552.1	1399970	1402393	+	2424	1289	894	335	201	207
MA_RS06140	NC_003552.1	1402390	1403556	+	1167	947	705	337	297	262
MA_RS06145	NC_003552.1	1404112	1406301	-	2190	2742	1751	174	142	93
MA_RS06150	NC_003552.1	1407605	1408567	+	963	677	294	86	90	40
MA_RS06155	NC_003552.1	1408730	1409869	-	1140	404	247	116	76	76
MA_RS06160	NC_003552.1	1409866	1410810	-	945	799	706	175	102	67
MA_RS06165	NC_003552.1	1410786	1411736	-	951	1350	1269	295	227	241
MA_RS06170	NC_003552.1	1412255	1413418	-	1164	969	794	127	95	62
MA_RS06175	NC_003552.1	1413428	1414573	-	1146	5283	4683	819	469	479
MA_RS06185	NC_003552.1	1414961	1415590	+	630	5286	6017	243	206	204
MA_RS06190	NC_003552.1	1416845	1418872	+	2028	5274	4699	609	428	423
MA_RS06195	NC_003552.1	1418911	1419348	-	438	1161	1006	39	26	34
MA_RS06200	NC_003552.1	1419326	1420585	-	1260	3010	3490	318	107	175
MA_RS06205	NC_003552.1	1421117	1422058	+	942	1184	1292	227	107	158
MA_RS06210	NC_003552.1	1422102	1423394	+	1293	2273	2306	293	141	193
MA_RS06215	NC_003552.1	1423653	1425149	-	1497	1969	2272	194	146	111
MA_RS06220	NC_003552.1	1425479	1426981	+	1503	4588	5312	1025	754	895
MA_RS06225	NC_003552.1	1427236	1428312	-	1077	280	228	38	8	20
MA_RS06230	NC_003552.1	1428396	1429178	-	783	48	28	26	18	10
MA_RS06235	NC_003552.1	1429169	1430212	-	1044	201	163	37	29	30
MA_RS06245	NC_003552.1	1430387	1431478	-	1092	335	279	138	84	100
MA_RS28465	NC_003552.1	1432029	1432214	+	186	7	1	0	0	0
MA_RS28470	NC_003552.1	1432204	1432437	+	234	70	27	0	1	2
MA_RS06255	NC_003552.1	1432872	1433246	-	375	64	33	3	4	4
MA_RS06260	NC_003552.1	1434095	1434484	-	390	67	61	20	8	11
MA_RS06265	NC_003552.1	1434837	1436630	-	1794	469	490	96	49	67
MA_RS06270	NC_003552.1	1437519	1438346	+	828	57	45	6	6	8
MA_RS06275	NC_003552.1	1438658	1439191	+	534	148	157	35	18	22
MA_RS06280	NC_003552.1	1439308	1439997	-	690	161	81	34	23	20
MA_RS06285	NC_003552.1	1440403	1441791	-	1389	4474	2837	938	846	753
MA_RS06290	NC_003552.1	1441807	1442157	-	351	89	96	3	4	10
MA_RS06295	NC_003552.1	1442180	1443742	-	1563	479	470	376	192	260
MA_RS06300	NC_003552.1	1443776	1444156	-	381	20	30	8	2	9
MA_RS06305	NC_003552.1	1444170	1444487	-	318	10	6	2	0	2
MA_RS06310	NC_003552.1	1446358	1447185	+	828	29	15	2	0	10
MA_RS06315	NC_003552.1	1447205	1447522	+	318	5	2	0	0	0
MA_RS06320	NC_003552.1	1447569	1447940	+	372	3	2	1	0	0
MA_RS06325	NC_003552.1	1447960	1449402	+	1443	463	369	82	44	32
MA_RS06330	NC_003552.1	1449399	1449737	+	339	21	36	2	0	8
MA_RS06335	NC_003552.1	1449778	1451163	+	1386	189	201	46	26	33
MA_RS06340	NC_003552.1	1451365	1452894	+	1530	190	211	102	100	83
MA_RS06345	NC_003552.1	1452879	1454219	+	1341	152	160	44	25	20
MA_RS06350	NC_003552.1	1454243	1454800	+	558	214	85	47	22	14
MA_RS06355	NC_003552.1	1455058	1456155	+	1098	128	137	32	27	18
MA_RS06360	NC_003552.1	1456238	1456732	+	495	249	188	69	73	34
MA_RS06365	NC_003552.1	1456810	1457748	-	939	543	483	140	95	161
MA_RS06370	NC_003552.1	1457848	1458717	-	870	369	270	86	52	76
MA_RS06375	NC_003552.1	1458710	1459840	-	1131	151	133	69	54	14
MA_RS06380	NC_003552.1	1459894	1460904	-	1011	165	135	44	32	26
MA_RS06385	NC_003552.1	1460907	1461599	-	693	78	86	24	20	18
MA_RS06390	NC_003552.1	1461638	1462519	-	882	156	162	91	42	44
MA_RS06395	NC_003552.1	1462770	1463861	-	1092	144	126	48	50	40
MA_RS06400	NC_003552.1	1463969	1465054	-	1086	124	75	35	5	15
MA_RS06405	NC_003552.1	1465159	1466250	-	1092	145	103	16	10	15
MA_RS06410	NC_003552.1	1466328	1467116	-	789	84	54	10	14	6
MA_RS06415	NC_003552.1	1467107	1468138	-	1032	62	60	2	2	0
MA_RS29305	NC_003552.1	1468788	1468916	+	129	20	19	0	0	2
MA_RS06420	NC_003552.1	1469352	1470485	-	1134	889	743	73	85	72
MA_RS06425	NC_003552.1	1470482	1471159	-	678	976	841	201	140	123
MA_RS06430	NC_003552.1	1471288	1472118	-	831	1736	1906	157	72	83
MA_RS06435	NC_003552.1	1472605	1472814	-	210	2074	1310	67	55	29
MA_RS06440	NC_003552.1	1473105	1473314	-	210	309	221	108	63	43
MA_RS29310	NC_003552.1	1473590	1473712	+	123	163	127	2	2	5
MA_RS06445	NC_003552.1	1473916	1475241	+	1326	634	601	119	69	53
MA_RS28115	NC_003552.1	1475412	1476947	-	1536	61	14	6	2	0
MA_RS06455	NC_003552.1	1477774	1482366	+	4593	2522	1390	198	255	148
MA_RS06460	NC_003552.1	1482584	1483501	-	918	522	403	98	46	69
MA_RS06465	NC_003552.1	1483494	1484432	-	939	130	127	137	62	80
MA_RS06470	NC_003552.1	1484434	1485273	-	840	290	208	166	91	104
MA_RS06475	NC_003552.1	1485257	1486207	-	951	468	379	625	156	308
MA_RS06480	NC_003552.1	1486239	1486931	-	693	321	277	654	659	491
MA_RS06485	NC_003552.1	1486943	1488505	-	1563	1593	1690	561	326	328
MA_RS06490	NC_003552.1	1488722	1490296	-	1575	4061	4031	1697	977	1130
MA_RS06495	NC_003552.1	1491186	1492046	+	861	4046	2786	363	238	278
MA_RS06500	NC_003552.1	1492897	1493604	+	708	392	236	7	12	25
MA_RS06505	NC_003552.1	1494282	1494488	+	207	61	67	2	0	2
MA_RS26610	NC_003552.1	1494607	1494750	+	144	55	33	0	2	2
MA_RS26615	NC_003552.1	1494775	1494921	+	147	28	11	7	2	0
MA_RS06510	NC_003552.1	1495601	1495909	-	309	7280	3995	2554	883	1487
MA_RS06515	NC_003552.1	1495948	1497216	-	1269	60509	66532	13060	7355	9244
MA_RS06520	NC_003552.1	1497544	1499736	-	2193	54873	53003	16449	9389	12227
MA_RS06525	NC_003552.1	1499809	1500378	-	570	14584	14095	2313	1147	1683
MA_RS06530	NC_003552.1	1500375	1500803	-	429	5840	5178	1257	773	885
MA_RS06535	NC_003552.1	1500907	1501332	-	426	5169	4695	833	569	614
MA_RS06540	NC_003552.1	1501353	1501643	-	291	5985	5021	772	415	495
MA_RS06545	NC_003552.1	1501905	1503107	-	1203	7797	8080	1007	513	725
MA_RS06550	NC_003552.1	1503104	1505746	-	2643	27039	28483	11116	5459	7313
MA_RS06555	NC_003552.1	1505761	1507575	-	1815	17788	17241	5470	2519	3352
MA_RS06560	NC_003552.1	1507589	1509184	-	1596	8880	8110	6210	3037	3903
MA_RS06565	NC_003552.1	1509398	1509634	-	237	1818	1306	58	27	31
MA_RS06570	NC_003552.1	1509721	1509797	-	77	5256	1881	48	36	35
MA_RS06580	NC_003552.1	1510392	1512242	-	1851	2270	1737	268	152	97
MA_RS06585	NC_003552.1	1512274	1512720	-	447	167	153	73	54	57
MA_RS06590	NC_003552.1	1512779	1513219	-	441	328	298	31	20	9
MA_RS06595	NC_003552.1	1513317	1517687	-	4371	5823	5863	569	349	350
MA_RS06600	NC_003552.1	1519002	1520234	+	1233	1248	1032	396	261	263
MA_RS06605	NC_003552.1	1520231	1520926	+	696	273	226	136	90	70
MA_RS06610	NC_003552.1	1520928	1521941	+	1014	765	562	103	38	73
MA_RS06615	NC_003552.1	1522072	1526139	-	4068	5000	5160	513	300	280
MA_RS06620	NC_003552.1	1526588	1527823	-	1236	4859	3884	754	661	632
MA_RS06625	NC_003552.1	1528211	1529509	-	1299	5879	7089	448	316	282
MA_RS06630	NC_003552.1	1530030	1530674	-	645	911	922	127	70	63
MA_RS06635	NC_003552.1	1530677	1531438	-	762	1172	1493	212	94	135
MA_RS06640	NC_003552.1	1531674	1532600	-	927	1896	1819	326	180	254
MA_RS06645	NC_003552.1	1532750	1534015	-	1266	5781	6001	279	149	200
MA_RS06650	NC_003552.1	1534612	1535655	+	1044	2057	1773	309	224	220
MA_RS06655	NC_003552.1	1535855	1536571	-	717	253	163	34	16	8
MA_RS06660	NC_003552.1	1536969	1537439	+	471	244	189	16	18	8
MA_RS06665	NC_003552.1	1538199	1539218	+	1020	1460	1072	482	299	242
MA_RS06670	NC_003552.1	1539406	1539702	+	297	280	206	27	27	18
MA_RS06675	NC_003552.1	1540190	1541863	+	1674	912	559	223	143	153
MA_RS06680	NC_003552.1	1541867	1542160	-	294	124	52	6	1	1
MA_RS06685	NC_003552.1	1542668	1543486	+	819	632	438	108	108	85
MA_RS06690	NC_003552.1	1543709	1544356	+	648	6070	5198	169	87	139
MA_RS06695	NC_003552.1	1544708	1546369	+	1662	692	477	85	73	42
MA_RS06700	NC_003552.1	1546595	1547242	+	648	1688	1632	167	121	104
MA_RS28475	NC_003552.1	1547653	1550526	+	2874	3049	2610	551	379	349
MA_RS06710	NC_003552.1	1550911	1552977	+	2067	420	321	60	45	28
MA_RS28480	NC_003552.1	1552974	1553183	+	210	65	37	4	4	0
MA_RS06720	NC_003552.1	1553631	1553927	+	297	945	560	41	55	41
MA_RS06725	NC_003552.1	1553924	1554274	+	351	367	320	37	40	28
MA_RS29745	NC_003552.1	1554258	1554431	-	174	1	0	0	0	1
MA_RS29315	NC_003552.1	1554394	1554636	-	243	67	68	64	35	46
MA_RS06735	NC_003552.1	1554701	1556638	-	1938	325	352	47	27	22
MA_RS06740	NC_003552.1	1556659	1559493	-	2835	848	866	87	47	71
MA_RS26640	NC_003552.1	1560795	1561019	-	225	1669	1553	114	39	86
MA_RS06750	NC_003552.1	1561216	1562556	-	1341	10609	9170	826	625	616
MA_RS06755	NC_003552.1	1562845	1563189	-	345	1558	1321	27	35	10
MA_RS06760	NC_003552.1	1563240	1563626	+	387	57	49	1	0	1
MA_RS06765	NC_003552.1	1564027	1564323	+	297	64	41	8	10	2
MA_RS29750	NC_003552.1	1564461	1564898	-	438	104	101	10	8	4
MA_RS28490	NC_003552.1	1564844	1565479	-	636	683	622	46	29	19
MA_RS06775	NC_003552.1	1565627	1566811	-	1185	3849	3657	1118	336	555
MA_RS06780	NC_003552.1	1566985	1567677	+	693	899	847	163	120	130
MA_RS06785	NC_003552.1	1567838	1569739	-	1902	2555	3146	303	191	247
MA_RS06790	NC_003552.1	1570206	1571996	-	1791	1986	1563	463	314	326
MA_RS06795	NC_003552.1	1572857	1574119	+	1263	782	769	424	241	243
MA_RS06800	NC_003552.1	1574242	1575501	+	1260	3537	3083	710	465	586
MA_RS25165	NC_003552.1	1575589	1576271	-	683	190	150	13	14	20
MA_RS06815	NC_003552.1	1577215	1578873	-	1659	9000	10274	5994	2790	4184
MA_RS28075	NC_003552.1	1578990	1579148	-	159	174	207	182	181	207
MA_RS06820	NC_003552.1	1579288	1579488	-	201	79	51	6	6	5
MA_RS06825	NC_003552.1	1579636	1580910	-	1275	9792	10009	1135	523	601
MA_RS06830	NC_003552.1	1581178	1582653	-	1476	5456	5686	1195	539	772
MA_RS06835	NC_003552.1	1583090	1583689	+	600	414	309	26	18	24
MA_RS06840	NC_003552.1	1583735	1584163	+	429	337	244	22	28	31
MA_RS06845	NC_003552.1	1584523	1585299	-	777	787	796	53	28	36
MA_RS06850	NC_003552.1	1585806	1590092	-	4287	3542	3381	348	283	263
MA_RS06865	NC_003552.1	1590819	1591013	+	195	39	20	3	6	5
MA_RS06870	NC_003552.1	1591408	1592343	-	936	611	537	173	100	107
MA_RS06875	NC_003552.1	1592549	1594204	+	1656	7875	5072	519	416	302
MA_RS06880	NC_003552.1	1594327	1594566	+	240	22	11	67	48	42
MA_RS06885	NC_003552.1	1594806	1595054	+	249	16	12	0	7	0
MA_RS06890	NC_003552.1	1595636	1596931	+	1296	749	510	68	33	50
MA_RS06895	NC_003552.1	1597310	1597555	-	246	41	20	2	0	0
MA_RS25175	NC_003552.1	1597712	1597981	+	270	92	46	0	13	0
MA_RS06905	NC_003552.1	1598187	1598918	-	732	287	178	34	22	4
MA_RS24415	NC_003552.1	1599389	1600294	+	906	116	124	14	20	17
MA_RS06915	NC_003552.1	1600296	1600613	+	318	7	7	3	1	0
MA_RS29320	NC_003552.1	1600620	1600751	+	132	3	5	0	0	0
MA_RS25180	NC_003552.1	1600834	1600983	+	150	10	4	0	2	0
MA_RS26655	NC_003552.1	1600995	1601150	+	156	13	8	0	0	0
MA_RS06920	NC_003552.1	1601147	1602106	+	960	217	136	61	41	16
MA_RS06925	NC_003552.1	1602118	1602348	+	231	199	134	4	12	6
MA_RS25185	NC_003552.1	1602564	1602869	+	306	121	44	0	0	2
MA_RS25190	NC_003552.1	1602931	1603122	+	192	721	462	140	162	126
MA_RS06940	NC_003552.1	1603305	1603502	+	198	1238	1170	517	307	361
MA_RS06945	NC_003552.1	1603783	1604124	-	342	12264	8412	968	775	700
MA_RS06950	NC_003552.1	1604273	1605037	+	765	615	476	518	633	462
MA_RS06955	NC_003552.1	1605346	1605999	+	654	1416	1240	695	480	333
MA_RS06960	NC_003552.1	1606602	1609550	+	2949	12455	13353	3056	2079	2038
MA_RS06965	NC_003552.1	1609739	1609993	+	255	1137	913	368	291	255
MA_RS06970	NC_003552.1	1610154	1610348	+	195	287	175	21	41	14
MA_RS26660	NC_003552.1	1610427	1610582	+	156	55	25	8	10	4
MA_RS06975	NC_003552.1	1611199	1613214	-	2016	419	405	40	24	28
MA_RS06980	NC_003552.1	1613275	1614606	-	1332	386	262	32	8	18
MA_RS06985	NC_003552.1	1614693	1614875	-	183	37	20	0	0	0
MA_RS06990	NC_003552.1	1615914	1616597	+	684	249	186	60	40	13
MA_RS06995	NC_003552.1	1616708	1617034	-	327	175	94	35	47	16
MA_RS07000	NC_003552.1	1617611	1617835	+	225	8024	5721	729	1179	858
MA_RS07005	NC_003552.1	1618145	1618366	+	222	25052	12608	283	326	216
MA_RS07010	NC_003552.1	1618984	1619301	+	318	4815	3601	40	83	35
MA_RS07015	NC_003552.1	1619352	1619540	-	189	293	192	24	21	7
MA_RS07020	NC_003552.1	1619802	1619990	+	189	43	26	1	0	0
MA_RS07025	NC_003552.1	1620268	1620468	+	201	110696	57354	621	1165	1271
MA_RS07030	NC_003552.1	1621343	1621675	+	333	588	500	222	193	196
MA_RS07040	NC_003552.1	1621909	1623543	-	1635	3489	3543	848	550	660
MA_RS07045	NC_003552.1	1623759	1625123	-	1365	359	333	188	172	116
MA_RS24425	NC_003552.1	1625372	1625797	+	426	107	65	7	2	0
MA_RS07055	NC_003552.1	1626327	1626758	+	432	164	90	12	6	8
MA_RS28495	NC_003552.1	1627226	1627993	+	768	210	194	84	45	71
MA_RS26670	NC_003552.1	1628119	1628289	-	171	45	20	3	1	6
MA_RS07065	NC_003552.1	1628368	1629213	+	846	3014	3422	1128	824	856
MA_RS07070	NC_003552.1	1629300	1630205	-	906	2609	2893	424	192	271
MA_RS07075	NC_003552.1	1630601	1631797	-	1197	2518	2299	339	288	195
MA_RS07080	NC_003552.1	1632032	1632886	+	855	1707	1503	256	172	207
MA_RS07085	NC_003552.1	1633169	1634047	-	879	25793	30178	3268	2770	2454
MA_RS26675	NC_003552.1	1634405	1634671	-	267	145	121	0	3	1
MA_RS07090	NC_003552.1	1635036	1635548	-	513	3230	2364	473	368	326
MA_RS07100	NC_003552.1	1635794	1636075	+	282	9719	8262	273	268	179
MA_RS07105	NC_003552.1	1636421	1637338	-	918	1978	1962	288	321	252
MA_RS07110	NC_003552.1	1637385	1637633	-	249	1331	1558	35	23	36
MA_RS07115	NC_003552.1	1637798	1638598	+	801	1775	1645	493	220	284
MA_RS07120	NC_003552.1	1638685	1638966	+	282	714	622	59	24	43
MA_RS07125	NC_003552.1	1639566	1639955	+	390	2086	1548	240	145	177
MA_RS07130	NC_003552.1	1640202	1641101	+	900	2536	2388	282	134	177
MA_RS07135	NC_003552.1	1641232	1641903	+	672	2708	1810	585	291	492
MA_RS07140	NC_003552.1	1643428	1643823	-	396	2470	1807	283	225	211
MA_RS07145	NC_003552.1	1643845	1644132	-	288	1042	1117	70	110	82
MA_RS07150	NC_003552.1	1644125	1645009	-	885	5476	5870	608	479	516
MA_RS07155	NC_003552.1	1645113	1646030	-	918	853	777	8	2	4
MA_RS07160	NC_003552.1	1646304	1647284	+	981	7533	5873	540	323	392
MA_RS07165	NC_003552.1	1648366	1649007	+	642	12507	14151	573	480	445
MA_RS07170	NC_003552.1	1649013	1649372	+	360	2943	3903	164	133	153
MA_RS07175	NC_003552.1	1649388	1649903	+	516	4413	4171	219	167	113
MA_RS07180	NC_003552.1	1650249	1650863	+	615	1014	949	580	389	351
MA_RS07185	NC_003552.1	1650983	1652095	+	1113	12933	13256	1956	1125	1424
MA_RS07195	NC_003552.1	1653138	1653968	-	831	114	112	4	4	4
MA_RS07200	NC_003552.1	1654362	1655273	+	912	1043	848	132	105	104
MA_RS07205	NC_003552.1	1655364	1656380	-	1017	4683	4370	1151	759	902
MA_RS07210	NC_003552.1	1657067	1657942	+	876	6055	7424	607	452	496
MA_RS07215	NC_003552.1	1658289	1658603	-	315	757	548	84	52	32
MA_RS07220	NC_003552.1	1658678	1659940	-	1263	11893	11035	3191	2068	2235
MA_RS07225	NC_003552.1	1660202	1661032	-	831	738	856	36	38	44
MA_RS07230	NC_003552.1	1661702	1662124	+	423	3220	2963	880	861	598
MA_RS07235	NC_003552.1	1662354	1662857	+	504	5888	5338	1183	1022	859
MA_RS07240	NC_003552.1	1663504	1664679	+	1176	4584	4482	698	328	388
MA_RS07245	NC_003552.1	1664767	1665054	+	288	1047	988	100	177	166
MA_RS07255	NC_003552.1	1665577	1667076	-	1500	4080	5004	4710	2692	3582
MA_RS07260	NC_003552.1	1667771	1668133	+	363	302	336	4	2	8
MA_RS07270	NC_003552.1	1668413	1669174	+	762	66	85	0	6	0
MA_RS07275	NC_003552.1	1669311	1669769	+	459	59	97	34	16	28
MA_RS07280	NC_003552.1	1669947	1670669	-	723	741	682	278	146	190
MA_RS07285	NC_003552.1	1671283	1671753	+	471	338	226	28	21	8
MA_RS07290	NC_003552.1	1671761	1672312	+	552	151	103	81	54	25
MA_RS07295	NC_003552.1	1672472	1672834	+	363	131	111	68	79	74
MA_RS26680	NC_003552.1	1673170	1673358	-	189	544	423	7	16	3
MA_RS07300	NC_003552.1	1673495	1673872	-	378	544	409	3	13	9
MA_RS07305	NC_003552.1	1674572	1675708	+	1137	12882	11949	3733	1961	2493
MA_RS07310	NC_003552.1	1675776	1676552	+	777	6123	5470	3078	1580	2179
MA_RS07315	NC_003552.1	1676799	1677038	-	240	73	79	17	16	18
MA_RS07320	NC_003552.1	1677383	1679863	+	2481	5157	4983	2302	1276	1391
MA_RS07325	NC_003552.1	1680032	1680433	+	402	4168	3633	867	442	635
MA_RS07330	NC_003552.1	1681001	1681225	+	225	4065	4629	17	11	12
MA_RS07335	NC_003552.1	1681265	1681663	+	399	6441	6845	429	407	369
MA_RS07340	NC_003552.1	1681890	1681967	+	78	869	582	80	53	69
MA_RS07345	NC_003552.1	1682346	1682423	+	78	266	185	11	0	13
MA_RS07350	NC_003552.1	1682631	1683542	-	912	726	794	43	41	46
MA_RS07355	NC_003552.1	1683955	1684479	+	525	5785	4786	826	444	437
MA_RS07360	NC_003552.1	1684483	1686069	+	1587	10937	9054	789	455	500
MA_RS07365	NC_003552.1	1686066	1686848	+	783	5381	4800	530	179	300
MA_RS28500	NC_003552.1	1687192	1688910	-	1719	2257	2267	153	170	180
MA_RS07375	NC_003552.1	1689233	1689517	-	285	3698	1959	78	54	75
MA_RS07380	NC_003552.1	1690838	1692490	-	1653	7473	7391	1176	644	803
MA_RS07385	NC_003552.1	1692585	1693040	-	456	4602	4974	844	410	608
MA_RS07390	NC_003552.1	1693148	1693726	-	579	7531	7065	383	245	235
MA_RS07405	NC_003552.1	1695650	1696747	-	1098	947	810	54	69	39
MA_RS07410	NC_003552.1	1696896	1697741	-	846	122	79	18	16	24
MA_RS07415	NC_003552.1	1697958	1698671	-	714	3245	2841	233	130	169
MA_RS07420	NC_003552.1	1699059	1699739	-	681	1164	1045	428	251	241
MA_RS07425	NC_003552.1	1700003	1700716	-	714	2565	2250	412	328	250
MA_RS07430	NC_003552.1	1700845	1701411	-	567	2069	2449	65	45	42
MA_RS07435	NC_003552.1	1701592	1702182	-	591	1967	1800	159	140	95
MA_RS07440	NC_003552.1	1702549	1702755	-	207	40060	28026	9274	13271	12666
MA_RS07445	NC_003552.1	1702946	1703824	-	879	624	590	224	133	153
MA_RS07450	NC_003552.1	1703964	1704881	+	918	644	617	9	4	2
MA_RS07455	NC_003552.1	1705213	1706412	-	1200	8513	8599	1583	882	1191
MA_RS07460	NC_003552.1	1706561	1707139	-	579	1593	1504	456	260	253
MA_RS07465	NC_003552.1	1707136	1707762	-	627	2044	1713	693	493	517
MA_RS07480	NC_003552.1	1709399	1710256	-	858	5056	4403	750	572	559
MA_RS07485	NC_003552.1	1710456	1711064	-	609	1709	2105	70	41	58
MA_RS07490	NC_003552.1	1711068	1711877	-	810	3313	5023	319	149	179
MA_RS07495	NC_003552.1	1712159	1712896	-	738	11742	13590	1293	851	1009
MA_RS07500	NC_003552.1	1713255	1713608	-	354	6974	5409	77	89	52
MA_RS07505	NC_003552.1	1714066	1714359	-	294	6456	5512	651	421	480
MA_RS07510	NC_003552.1	1714593	1715888	-	1296	15059	12085	600	571	515
MA_RS07515	NC_003552.1	1716241	1716876	-	636	2254	1942	424	251	291
MA_RS07520	NC_003552.1	1717100	1717756	+	657	3229	2908	214	96	124
MA_RS07525	NC_003552.1	1718222	1719463	+	1242	3440	3014	1366	692	843
MA_RS07530	NC_003552.1	1719626	1719805	+	180	114	82	24	22	8
MA_RS29325	NC_003552.1	1720022	1720144	+	123	108	108	9	21	7
MA_RS07535	NC_003552.1	1720200	1720439	+	240	146	89	43	12	16
MA_RS07540	NC_003552.1	1721040	1721573	+	534	20871	22823	3071	2737	2416
MA_RS07545	NC_003552.1	1721996	1722649	+	654	58	57	4	1	2
MA_RS07550	NC_003552.1	1722674	1723840	+	1167	5342	6117	374	257	292
MA_RS07555	NC_003552.1	1723965	1724627	+	663	2524	2398	139	201	127
MA_RS07560	NC_003552.1	1724667	1725362	+	696	2755	2299	250	279	257
MA_RS07565	NC_003552.1	1725544	1726284	-	741	3558	2527	663	531	602
MA_RS07575	NC_003552.1	1726936	1727676	+	741	5344	5824	1329	1036	1065
MA_RS07580	NC_003552.1	1727679	1727957	+	279	1815	1629	56	38	47
MA_RS07585	NC_003552.1	1728281	1728721	-	441	2110	1688	494	398	303
MA_RS24430	NC_003552.1	1728993	1731026	-	2034	1455	1274	219	128	160
MA_RS07595	NC_003552.1	1731303	1731749	+	447	1334	1511	75	59	52
MA_RS26685	NC_003552.1	1732335	1732508	-	174	132698	127550	26162	23365	23433
MA_RS07605	NC_003552.1	1732985	1734223	+	1239	2443	2365	478	249	332
MA_RS07610	NC_003552.1	1734676	1734894	-	219	934	490	82	29	19
MA_RS07615	NC_003552.1	1735223	1735618	-	396	494	343	157	170	119
MA_RS07620	NC_003552.1	1735960	1736373	-	414	4442	4894	89	121	87
MA_RS07625	NC_003552.1	1736370	1739570	-	3201	10001	9969	331	221	249
MA_RS07630	NC_003552.1	1740455	1740526	-	72	219	164	21	35	14
MA_RS07635	NC_003552.1	1740590	1740859	-	270	1804	1244	302	164	155
MA_RS07640	NC_003552.1	1740952	1741122	-	171	2292	1767	108	101	94
MA_RS07645	NC_003552.1	1741311	1742003	-	693	309	200	109	46	60
MA_RS07650	NC_003552.1	1742135	1743124	-	990	207	266	421	194	266
MA_RS07655	NC_003552.1	1743243	1744220	-	978	638	504	287	129	168
MA_RS07660	NC_003552.1	1744592	1744993	+	402	644	552	291	326	226
MA_RS07665	NC_003552.1	1745118	1745747	+	630	7659	7126	1162	884	636
MA_RS07670	NC_003552.1	1746019	1747872	+	1854	26895	29836	9937	5129	5266
MA_RS07675	NC_003552.1	1747983	1749131	+	1149	19834	20237	2691	1838	1771
MA_RS07680	NC_003552.1	1749660	1751006	+	1347	1319	1051	126	80	88
MA_RS07685	NC_003552.1	1751031	1752461	+	1431	2090	2062	200	100	158
MA_RS07695	NC_003552.1	1753036	1754382	+	1347	9386	8065	1120	612	776
MA_RS07700	NC_003552.1	1754438	1755868	+	1431	2528	2358	665	430	370
MA_RS07705	NC_003552.1	1755990	1757213	-	1224	4393	4187	950	646	637
MA_RS07710	NC_003552.1	1757210	1757431	-	222	100	144	102	76	53
