# Program:featureCounts v2.1.1; Command:"featureCounts" "-p" "-t" "gene" "-g" "locus_tag" "-a" "/home/nyako/projects/ProteinHunter/data/databases/target/methanosarcina_acetivorans/ncbi_dataset/data/GCF_000007345.1/genomic.gff" "-o" "counts/counts.txt" "-T" "8" "bam/SRR20281608.sorted.bam" "bam/SRR20281609.sorted.bam" "bam/SRR20281610.sorted.bam" "bam/SRR20281611.sorted.bam" "bam/SRR20280855.sorted.bam" "bam/SRR20280860.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	bam/SRR20281608.sorted.bam	bam/SRR20281609.sorted.bam	bam/SRR20281610.sorted.bam	bam/SRR20281611.sorted.bam	bam/SRR20280855.sorted.bam	bam/SRR20280860.sorted.bam
MA_RS05055	NC_003552.1	1160210	1160659	-	450	1768	1468	1511	1252	1149	745
MA_RS05060	NC_003552.1	1160915	1163110	+	2196	30763	25723	34965	28971	23678	30688
MA_RS05065	NC_003552.1	1163135	1163320	+	186	687	578	675	417	874	1050
MA_RS05070	NC_003552.1	1163445	1164731	+	1287	442	453	360	213	366	459
MA_RS05075	NC_003552.1	1165169	1165495	+	327	45	91	23	6	44	29
MA_RS05080	NC_003552.1	1165686	1167062	+	1377	738	570	765	498	284	386
MA_RS05085	NC_003552.1	1167069	1167548	+	480	183	134	144	62	48	51
MA_RS05090	NC_003552.1	1167535	1168341	+	807	685	593	673	649	309	347
MA_RS05095	NC_003552.1	1168352	1169227	+	876	863	768	1092	892	792	791
MA_RS05100	NC_003552.1	1169485	1170885	-	1401	3559	3589	2502	1874	3132	2687
MA_RS05105	NC_003552.1	1170887	1172284	-	1398	3211	3133	1808	1349	2757	1972
MA_RS05110	NC_003552.1	1172801	1172995	+	195	454	319	309	234	109	185
MA_RS05115	NC_003552.1	1172985	1173254	+	270	1227	1118	822	640	1252	1080
MA_RS05120	NC_003552.1	1173682	1173885	+	204	148	163	120	113	382	248
MA_RS05125	NC_003552.1	1173882	1174226	+	345	1228	1233	941	596	2700	1843
MA_RS05130	NC_003552.1	1174406	1174621	-	216	543	491	502	443	1220	1086
MA_RS05140	NC_003552.1	1175397	1176548	+	1152	362	283	173	147	283	186
MA_RS29625	NC_003552.1	1177303	1177491	-	189	4402	2540	1785	1123	1409	1791
MA_RS05145	NC_003552.1	1178389	1179108	+	720	1631	1519	1466	1292	1313	1608
MA_RS27880	NC_003552.1	1179199	1179429	-	231	134	158	124	131	251	238
MA_RS28420	NC_003552.1	1179481	1179624	-	144	93	109	60	48	48	56
MA_RS05155	NC_003552.1	1179874	1180614	+	741	514	488	363	217	642	660
MA_RS05160	NC_003552.1	1180735	1181283	-	549	427	430	302	233	308	273
MA_RS05165	NC_003552.1	1181616	1182470	+	855	943	867	754	545	940	993
MA_RS05170	NC_003552.1	1182614	1183333	-	720	430	468	333	260	368	318
MA_RS05175	NC_003552.1	1183746	1184234	-	489	123	161	54	43	83	77
MA_RS28425	NC_003552.1	1184348	1184641	-	294	898	616	885	869	478	659
MA_RS28430	NC_003552.1	1184610	1184843	-	234	69	54	70	49	54	48
MA_RS05185	NC_003552.1	1184875	1185696	-	822	457	435	488	382	361	360
MA_RS05190	NC_003552.1	1186239	1186691	-	453	635	596	924	978	427	488
MA_RS05195	NC_003552.1	1187129	1187881	+	753	1042	774	782	559	705	673
MA_RS05200	NC_003552.1	1188064	1188804	+	741	556	528	384	361	607	495
MA_RS28435	NC_003552.1	1189519	1190037	+	519	1260	936	613	454	547	539
MA_RS05210	NC_003552.1	1190771	1191658	+	888	1969	1380	994	773	674	921
MA_RS24395	NC_003552.1	1191973	1192548	+	576	925	724	696	544	558	647
MA_RS05225	NC_003552.1	1193195	1194679	-	1485	1717	1446	1608	1135	1093	1239
MA_RS05230	NC_003552.1	1194714	1195106	-	393	259	197	244	177	155	216
MA_RS05240	NC_003552.1	1195554	1196654	-	1101	2541	1987	2529	1817	897	1363
MA_RS05250	NC_003552.1	1197325	1198131	-	807	1030	897	724	491	643	637
MA_RS05255	NC_003552.1	1199625	1200038	+	414	372	312	769	242	289	238
MA_RS05260	NC_003552.1	1200259	1201575	+	1317	1104	1216	3585	1515	1364	1507
MA_RS05265	NC_003552.1	1201578	1202621	+	1044	927	665	2277	845	491	518
MA_RS05270	NC_003552.1	1202909	1204156	+	1248	1733	1447	1333	876	1138	1003
MA_RS05275	NC_003552.1	1204352	1205464	-	1113	1382	1672	1134	1095	1358	1390
MA_RS05285	NC_003552.1	1206107	1207513	-	1407	213002	257624	184957	268028	87128	147064
MA_RS05290	NC_003552.1	1207517	1208827	-	1311	139498	163612	101634	168773	63822	94311
MA_RS05295	NC_003552.1	1209064	1209825	-	762	81871	97272	39331	53789	44582	56979
MA_RS05300	NC_003552.1	1209881	1211290	-	1410	300125	322970	152176	235912	102042	136833
MA_RS05305	NC_003552.1	1211315	1211827	-	513	93191	115653	58648	76641	36180	47298
MA_RS05310	NC_003552.1	1211830	1214250	-	2421	667557	769693	536202	692693	273335	398236
MA_RS29720	NC_003552.1	1217171	1217683	+	513	8182	7641	6800	5348	6255	8705
MA_RS05325	NC_003552.1	1217952	1218959	-	1008	3842	3190	2670	2205	2641	3430
MA_RS05330	NC_003552.1	1219252	1220592	-	1341	973	690	496	393	569	601
MA_RS05335	NC_003552.1	1221136	1222293	-	1158	9744	7429	6513	4730	6038	5135
MA_RS05340	NC_003552.1	1222800	1223591	+	792	9180	6202	4948	4411	5067	5318
MA_RS05345	NC_003552.1	1223996	1225798	+	1803	9398	8736	7707	7150	3279	5181
MA_RS05350	NC_003552.1	1225795	1226397	+	603	4274	3873	3907	2958	2188	3284
MA_RS05360	NC_003552.1	1228492	1228737	+	246	3800	4173	2911	2452	3690	4616
MA_RS05365	NC_003552.1	1228753	1230231	+	1479	7786	8811	5936	5589	9982	9648
MA_RS05370	NC_003552.1	1230212	1231228	+	1017	4514	4575	2200	2527	3807	3658
MA_RS05375	NC_003552.1	1231307	1232299	+	993	6584	5938	3710	3614	4879	5331
MA_RS05380	NC_003552.1	1232572	1233705	+	1134	10265	10711	8108	7535	9818	11554
MA_RS05385	NC_003552.1	1233847	1234371	+	525	3589	3418	3257	2589	4710	5470
MA_RS05390	NC_003552.1	1234712	1235254	-	543	9033	6545	7796	5013	7501	8276
MA_RS05395	NC_003552.1	1235803	1236717	+	915	647	493	503	384	367	358
MA_RS05410	NC_003552.1	1238301	1239587	+	1287	203	235	183	183	236	235
MA_RS25120	NC_003552.1	1240110	1241205	+	1096	849	570	499	406	564	412
MA_RS05430	NC_003552.1	1241710	1243245	-	1536	4312	3222	2439	2142	3143	2424
MA_RS05435	NC_003552.1	1244822	1246078	+	1257	931	760	377	254	538	652
MA_RS29730	NC_003552.1	1246528	1246887	+	360	356	267	190	125	350	327
MA_RS05440	NC_003552.1	1246905	1248389	-	1485	640	558	387	416	482	484
MA_RS29735	NC_003552.1	1248532	1248780	+	249	100	142	96	110	124	133
MA_RS05470	NC_003552.1	1252113	1252886	-	774	344	308	201	177	202	173
MA_RS05485	NC_003552.1	1255168	1256727	+	1560	4936	4849	3700	3576	2192	2372
MA_RS05490	NC_003552.1	1256865	1259009	+	2145	1921	2012	1305	1209	1052	1505
MA_RS05495	NC_003552.1	1259356	1260984	-	1629	1754	1602	1567	1022	3193	2340
MA_RS05505	NC_003552.1	1261729	1262973	+	1245	968	1310	1923	965	11926	10962
MA_RS05520	NC_003552.1	1264681	1267617	-	2937	4439	3294	2434	1881	2585	1904
MA_RS05525	NC_003552.1	1268370	1269998	-	1629	2874	2284	2293	1861	1937	1940
MA_RS05530	NC_003552.1	1270407	1271657	-	1251	3405	3869	3489	3129	2679	3184
MA_RS05535	NC_003552.1	1271663	1272832	-	1170	4689	3562	1746	1662	1714	2451
MA_RS05540	NC_003552.1	1272835	1274172	-	1338	5720	5097	3903	3184	3083	4099
MA_RS05545	NC_003552.1	1274200	1275240	-	1041	5017	4613	2878	2500	2050	2864
MA_RS05550	NC_003552.1	1275297	1275986	-	690	4152	3344	1812	1441	1756	2303
MA_RS05555	NC_003552.1	1275983	1276759	-	777	7753	7012	4170	3829	3223	4277
MA_RS28160	NC_003552.1	1276872	1278596	-	1725	31463	28723	20640	16890	17999	24370
MA_RS05570	NC_003552.1	1278700	1280232	-	1533	28246	24776	15908	13815	16615	15564
MA_RS05575	NC_003552.1	1281584	1282216	+	633	3017	2761	2233	1450	1435	1337
MA_RS05580	NC_003552.1	1282774	1283295	-	522	529	454	460	326	528	398
MA_RS28060	NC_003552.1	1284550	1284705	+	156	74	66	38	26	30	28
MA_RS05585	NC_003552.1	1284710	1285003	+	294	318	274	221	216	346	282
MA_RS05595	NC_003552.1	1285985	1286998	+	1014	45584	41005	29482	30543	24155	35376
MA_RS05600	NC_003552.1	1287005	1287766	+	762	28542	22445	15317	17950	13178	17539
MA_RS05605	NC_003552.1	1287763	1288011	+	249	3876	2906	1346	1374	1590	2199
MA_RS05610	NC_003552.1	1288022	1288738	+	717	26476	23644	16131	16317	16474	20585
MA_RS05615	NC_003552.1	1288754	1289164	+	411	10358	9457	4985	4757	6505	8813
MA_RS05620	NC_003552.1	1289176	1289631	+	456	11536	10352	7385	7222	8177	11628
MA_RS05625	NC_003552.1	1289632	1290588	+	957	32927	30381	22440	21640	17401	21763
MA_RS05630	NC_003552.1	1290588	1290791	+	204	531	665	386	603	1179	1278
MA_RS05635	NC_003552.1	1290781	1291113	+	333	4774	5879	2976	1565	3164	3207
MA_RS05640	NC_003552.1	1291118	1291447	+	330	3842	3767	2931	2545	3366	4243
MA_RS05645	NC_003552.1	1291444	1291842	+	399	6498	5860	4368	4956	6250	7417
MA_RS05650	NC_003552.1	1291853	1292203	+	351	8897	6852	3958	3680	2952	3883
MA_RS05655	NC_003552.1	1292217	1292924	+	708	24550	23690	15479	15283	20555	25511
MA_RS05660	NC_003552.1	1292929	1293426	+	498	11904	11884	8218	7732	13854	16538
MA_RS05665	NC_003552.1	1293427	1293579	+	153	376	392	257	207	472	611
MA_RS05670	NC_003552.1	1293590	1293982	+	393	6874	6878	4495	4472	6849	8639
MA_RS05675	NC_003552.1	1293997	1294527	+	531	18395	16331	8919	7951	11071	12813
MA_RS05680	NC_003552.1	1294539	1295015	+	477	6468	6904	4728	5413	9241	11438
MA_RS05685	NC_003552.1	1295017	1295472	+	456	13111	10874	7614	6534	5384	7116
MA_RS05690	NC_003552.1	1295489	1296013	+	525	22416	19354	14441	12657	11835	16013
MA_RS05695	NC_003552.1	1296023	1296652	+	630	25192	20908	19438	18499	13010	18115
MA_RS05700	NC_003552.1	1296654	1297115	+	462	16160	14157	10487	10570	11800	14467
MA_RS05705	NC_003552.1	1297126	1297548	+	423	9592	8508	8105	8885	8014	9992
MA_RS05710	NC_003552.1	1297691	1299166	+	1476	65205	58634	41724	32744	48607	65849
MA_RS05715	NC_003552.1	1299259	1299906	+	648	27390	24116	22157	16310	20297	28768
MA_RS05720	NC_003552.1	1300099	1300377	+	279	7892	7376	12014	9614	8668	10417
MA_RS05725	NC_003552.1	1300425	1300970	-	546	1489	1105	890	769	1115	950
MA_RS05730	NC_003552.1	1302289	1303281	-	993	1148	756	364	455	348	359
MA_RS05735	NC_003552.1	1303855	1304091	-	237	364	364	292	263	121	129
MA_RS05740	NC_003552.1	1304760	1305659	+	900	2881	2675	1723	1492	2162	2546
MA_RS05745	NC_003552.1	1306088	1306708	+	621	15176	11660	10530	9046	5676	8929
MA_RS05750	NC_003552.1	1306708	1307250	+	543	9998	8334	6681	5096	3573	4695
MA_RS05755	NC_003552.1	1307563	1308579	+	1017	4511	4245	3943	3797	2367	3211
MA_RS05760	NC_003552.1	1308692	1308774	+	83	122	118	149	85	157	174
MA_RS05765	NC_003552.1	1309343	1310050	+	708	2102	1456	1110	914	1731	1610
MA_RS05770	NC_003552.1	1310037	1311611	+	1575	5465	4291	4500	3498	3680	3958
MA_RS05775	NC_003552.1	1312030	1312518	+	489	29886	24100	19697	20876	16280	16971
MA_RS05780	NC_003552.1	1312542	1313198	+	657	24573	20455	15081	12543	16494	17413
MA_RS05785	NC_003552.1	1313201	1313581	+	381	9908	8605	7452	7898	8697	9418
MA_RS05800	NC_003552.1	1316554	1318083	-	1530	771	679	579	446	1235	729
MA_RS26585	NC_003552.1	1318782	1318958	-	177	92	123	56	62	158	156
MA_RS05810	NC_003552.1	1318948	1319865	-	918	635	475	545	486	448	396
MA_RS05815	NC_003552.1	1320020	1320107	+	88	47	71	117	236	143	107
MA_RS05820	NC_003552.1	1320214	1320298	+	85	34	58	60	121	74	57
MA_RS05825	NC_003552.1	1320776	1321651	+	876	977	868	811	532	1678	1407
MA_RS05830	NC_003552.1	1321908	1323128	-	1221	1174	855	825	570	785	822
MA_RS05835	NC_003552.1	1323164	1324597	-	1434	1104	1076	749	691	619	645
MA_RS05840	NC_003552.1	1324607	1325545	-	939	510	413	335	347	322	303
MA_RS05845	NC_003552.1	1325718	1327145	-	1428	616	649	412	342	432	475
MA_RS05850	NC_003552.1	1327168	1327623	-	456	242	208	141	82	119	103
MA_RS05855	NC_003552.1	1328311	1329009	+	699	1495	1503	1287	906	982	1125
MA_RS26590	NC_003552.1	1329593	1330006	+	414	4479	3992	3929	1739	3792	5359
MA_RS05860	NC_003552.1	1330048	1330965	-	918	730	609	545	358	541	454
MA_RS24400	NC_003552.1	1331057	1333651	+	2595	5586	5495	4177	3049	3339	3677
MA_RS05870	NC_003552.1	1333817	1334644	-	828	11844	10790	8508	6356	5191	7486
MA_RS05875	NC_003552.1	1334669	1335895	-	1227	19142	17233	16152	13697	8700	12646
MA_RS05880	NC_003552.1	1336197	1337615	-	1419	6836	4874	5121	3549	4937	5867
MA_RS05885	NC_003552.1	1337783	1339096	+	1314	40475	31779	23577	16569	22288	33004
MA_RS05890	NC_003552.1	1339430	1340500	+	1071	15542	14374	13036	9570	11604	20748
MA_RS05895	NC_003552.1	1340505	1341311	+	807	8575	7731	7634	5940	6767	10801
MA_RS05900	NC_003552.1	1341560	1342183	-	624	1809	1351	932	823	832	883
MA_RS05905	NC_003552.1	1342271	1342816	-	546	1843	1169	889	795	775	818
MA_RS05910	NC_003552.1	1342974	1343171	-	198	5758	4364	4155	4543	2597	3615
MA_RS05915	NC_003552.1	1343665	1344711	-	1047	3759	3219	2746	2028	1375	1688
MA_RS05920	NC_003552.1	1344761	1345432	-	672	2809	2311	1946	1695	1338	1657
MA_RS05925	NC_003552.1	1345653	1346054	-	402	464	379	355	353	256	414
MA_RS05930	NC_003552.1	1346047	1347132	-	1086	2888	2531	2411	2148	1697	2179
MA_RS05935	NC_003552.1	1347167	1347445	-	279	1780	1358	1078	926	467	598
MA_RS05945	NC_003552.1	1348886	1350037	+	1152	8431	7556	7235	6509	6434	9670
MA_RS05950	NC_003552.1	1350045	1351832	+	1788	14286	11254	11568	9178	7494	10322
MA_RS05955	NC_003552.1	1351847	1352659	+	813	3181	3422	2639	2590	2548	4185
MA_RS05960	NC_003552.1	1352797	1353282	+	486	1224	1297	1057	1157	800	1352
MA_RS05965	NC_003552.1	1353733	1354695	-	963	4312	2585	2476	1734	3214	2752
MA_RS05970	NC_003552.1	1355292	1356455	+	1164	8348	6470	5251	3689	4653	6006
MA_RS05975	NC_003552.1	1356455	1358245	+	1791	15154	10742	11222	7437	10992	16235
MA_RS05980	NC_003552.1	1358257	1359021	+	765	3069	2232	2205	1601	2682	3525
MA_RS05985	NC_003552.1	1359685	1362234	-	2550	1700	1689	1166	950	914	992
MA_RS05990	NC_003552.1	1362462	1362992	+	531	728	727	576	711	789	698
MA_RS05995	NC_003552.1	1363025	1363771	-	747	2062	2122	2059	1688	3225	2868
MA_RS06000	NC_003552.1	1364136	1365224	+	1089	8926	6567	6251	6608	5551	6720
MA_RS06005	NC_003552.1	1365301	1366608	+	1308	5906	5088	4509	3990	2760	4826
MA_RS06015	NC_003552.1	1366947	1371092	+	4146	1438	1194	1251	759	877	1088
MA_RS06020	NC_003552.1	1371111	1371716	+	606	1314	990	727	488	943	1055
MA_RS06025	NC_003552.1	1371890	1372438	-	549	9037	6022	5410	4645	4962	4755
MA_RS06030	NC_003552.1	1372749	1373261	-	513	168	198	122	114	123	92
MA_RS06035	NC_003552.1	1373348	1373623	-	276	91	174	61	37	64	73
MA_RS29740	NC_003552.1	1373797	1373919	-	123	153	303	91	63	72	100
MA_RS06045	NC_003552.1	1374361	1375692	-	1332	1275	1127	885	666	847	846
MA_RS06050	NC_003552.1	1375689	1376558	-	870	1307	1349	1050	697	980	1050
MA_RS06055	NC_003552.1	1377048	1378892	+	1845	22703	18886	15049	11465	16579	17123
MA_RS06060	NC_003552.1	1378889	1382113	+	3225	20439	15481	11343	8887	13485	11781
MA_RS06065	NC_003552.1	1382153	1382947	-	795	8310	5996	5711	4490	3174	4165
MA_RS06070	NC_003552.1	1383532	1384272	-	741	12578	9263	7540	6249	7909	7274
MA_RS06075	NC_003552.1	1384334	1385185	-	852	7133	6320	6701	6351	5589	4689
MA_RS06080	NC_003552.1	1385282	1385749	-	468	3886	2392	1756	1278	1843	1620
MA_RS06085	NC_003552.1	1385993	1386178	-	186	537	368	205	163	572	437
MA_RS06090	NC_003552.1	1386481	1387983	-	1503	7159	6264	5353	4294	7300	7541
MA_RS06095	NC_003552.1	1388704	1390170	+	1467	22188	18187	17158	13308	10458	15599
MA_RS06100	NC_003552.1	1390404	1392905	-	2502	43083	34435	27823	23450	26138	31532
MA_RS06105	NC_003552.1	1393005	1394033	-	1029	19763	17262	12086	9794	10995	14242
MA_RS06110	NC_003552.1	1394060	1395082	-	1023	19529	16600	11437	9756	7766	9258
MA_RS06115	NC_003552.1	1395472	1396542	+	1071	5281	4434	2987	2340	2349	2540
MA_RS06120	NC_003552.1	1396529	1397311	+	783	1248	1310	777	649	589	787
MA_RS06125	NC_003552.1	1397311	1398540	+	1230	2799	2660	1987	1617	1893	2189
MA_RS24405	NC_003552.1	1398528	1399958	+	1431	2770	2459	1676	1384	1617	1884
MA_RS06135	NC_003552.1	1399970	1402393	+	2424	4181	3785	2096	1618	2056	2585
MA_RS06140	NC_003552.1	1402390	1403556	+	1167	3195	2501	1714	1275	1429	1641
MA_RS06145	NC_003552.1	1404112	1406301	-	2190	9271	8581	5089	3590	5047	7013
MA_RS06150	NC_003552.1	1407605	1408567	+	963	1331	1471	885	867	1192	1156
MA_RS06155	NC_003552.1	1408730	1409869	-	1140	1383	1287	649	517	632	644
MA_RS06160	NC_003552.1	1409866	1410810	-	945	2241	1978	1272	1002	979	1011
MA_RS06165	NC_003552.1	1410786	1411736	-	951	4202	3861	2231	1795	1947	1682
MA_RS06170	NC_003552.1	1412255	1413418	-	1164	1910	1490	1538	1250	1445	1624
MA_RS06175	NC_003552.1	1413428	1414573	-	1146	13784	10905	8732	7472	7849	8411
MA_RS06185	NC_003552.1	1414961	1415590	+	630	18226	12054	10849	7867	7774	11138
MA_RS06190	NC_003552.1	1416845	1418872	+	2028	10838	8730	8915	7285	6774	8220
MA_RS06195	NC_003552.1	1418911	1419348	-	438	1467	1428	1802	1604	2057	1935
MA_RS06200	NC_003552.1	1419326	1420585	-	1260	8191	6631	4977	4425	5540	6011
MA_RS06205	NC_003552.1	1421117	1422058	+	942	3301	2637	2238	1664	1171	1841
MA_RS06210	NC_003552.1	1422102	1423394	+	1293	4547	3823	4120	2993	2127	3358
MA_RS06215	NC_003552.1	1423653	1425149	-	1497	5787	4835	4344	2811	2793	3656
MA_RS06220	NC_003552.1	1425479	1426981	+	1503	8396	7871	6375	6631	7336	9376
MA_RS06225	NC_003552.1	1427236	1428312	-	1077	776	712	449	387	469	569
MA_RS06230	NC_003552.1	1428396	1429178	-	783	131	112	82	55	141	127
MA_RS06235	NC_003552.1	1429169	1430212	-	1044	569	466	493	359	500	655
MA_RS06245	NC_003552.1	1430387	1431478	-	1092	1093	1037	1126	446	1568	1998
MA_RS28465	NC_003552.1	1432029	1432214	+	186	6	7	17	1	15	8
MA_RS28470	NC_003552.1	1432204	1432437	+	234	67	79	96	82	137	121
MA_RS06255	NC_003552.1	1432872	1433246	-	375	254	240	174	101	374	339
MA_RS06260	NC_003552.1	1434095	1434484	-	390	201	312	113	82	128	151
MA_RS06265	NC_003552.1	1434837	1436630	-	1794	1147	1004	979	587	1128	926
MA_RS06270	NC_003552.1	1437519	1438346	+	828	182	177	136	59	165	155
MA_RS06275	NC_003552.1	1438658	1439191	+	534	322	341	240	199	291	307
MA_RS06280	NC_003552.1	1439308	1439997	-	690	384	398	258	207	342	373
MA_RS06285	NC_003552.1	1440403	1441791	-	1389	6469	5847	6320	5685	4681	5976
MA_RS06290	NC_003552.1	1441807	1442157	-	351	301	269	201	131	175	164
MA_RS06295	NC_003552.1	1442180	1443742	-	1563	1400	1169	978	606	976	1080
MA_RS06300	NC_003552.1	1443776	1444156	-	381	149	108	42	12	82	86
MA_RS06305	NC_003552.1	1444170	1444487	-	318	55	58	24	13	29	61
MA_RS06310	NC_003552.1	1446358	1447185	+	828	98	124	78	20	64	89
MA_RS06315	NC_003552.1	1447205	1447522	+	318	27	15	11	2	16	15
MA_RS06320	NC_003552.1	1447569	1447940	+	372	57	39	25	17	28	31
MA_RS06325	NC_003552.1	1447960	1449402	+	1443	1111	948	821	651	941	900
MA_RS06330	NC_003552.1	1449399	1449737	+	339	121	143	71	58	158	183
MA_RS06335	NC_003552.1	1449778	1451163	+	1386	608	538	444	296	661	705
MA_RS06340	NC_003552.1	1451365	1452894	+	1530	1114	628	350	241	413	487
MA_RS06345	NC_003552.1	1452879	1454219	+	1341	581	465	301	204	425	421
MA_RS06350	NC_003552.1	1454243	1454800	+	558	430	338	392	202	224	202
MA_RS06355	NC_003552.1	1455058	1456155	+	1098	533	399	286	207	264	296
MA_RS06360	NC_003552.1	1456238	1456732	+	495	706	587	488	321	383	449
MA_RS06365	NC_003552.1	1456810	1457748	-	939	1591	1165	1002	784	807	1091
MA_RS06370	NC_003552.1	1457848	1458717	-	870	950	748	556	502	787	701
MA_RS06375	NC_003552.1	1458710	1459840	-	1131	599	445	221	158	349	376
MA_RS06380	NC_003552.1	1459894	1460904	-	1011	650	458	261	177	446	457
MA_RS06385	NC_003552.1	1460907	1461599	-	693	425	278	213	146	194	242
MA_RS06390	NC_003552.1	1461638	1462519	-	882	635	468	270	214	532	656
MA_RS06395	NC_003552.1	1462770	1463861	-	1092	674	570	259	231	351	354
MA_RS06400	NC_003552.1	1463969	1465054	-	1086	297	242	189	186	173	158
MA_RS06405	NC_003552.1	1465159	1466250	-	1092	325	283	255	171	170	202
MA_RS06410	NC_003552.1	1466328	1467116	-	789	198	158	167	132	139	94
MA_RS06415	NC_003552.1	1467107	1468138	-	1032	184	193	156	64	141	182
MA_RS29305	NC_003552.1	1468788	1468916	+	129	68	49	36	28	50	52
MA_RS06420	NC_003552.1	1469352	1470485	-	1134	2048	1764	1645	1112	1628	1790
MA_RS06425	NC_003552.1	1470482	1471159	-	678	2275	1747	1480	1261	1173	1423
MA_RS06430	NC_003552.1	1471288	1472118	-	831	4650	3237	3196	2428	3163	3440
MA_RS06435	NC_003552.1	1472605	1472814	-	210	7851	5135	3602	2801	6530	6989
MA_RS06440	NC_003552.1	1473105	1473314	-	210	684	568	417	362	1021	1021
MA_RS29310	NC_003552.1	1473590	1473712	+	123	106	130	127	222	205	165
MA_RS06445	NC_003552.1	1473916	1475241	+	1326	936	996	797	808	757	976
MA_RS28115	NC_003552.1	1475412	1476947	-	1536	118	135	113	64	81	67
MA_RS06455	NC_003552.1	1477774	1482366	+	4593	4783	5170	3298	3243	4130	4740
MA_RS06460	NC_003552.1	1482584	1483501	-	918	1084	1000	785	650	434	667
MA_RS06465	NC_003552.1	1483494	1484432	-	939	464	416	178	219	248	284
MA_RS06470	NC_003552.1	1484434	1485273	-	840	397	483	375	380	282	481
MA_RS06475	NC_003552.1	1485257	1486207	-	951	681	824	638	618	704	981
MA_RS06480	NC_003552.1	1486239	1486931	-	693	1040	921	476	476	762	855
MA_RS06485	NC_003552.1	1486943	1488505	-	1563	3174	3326	1999	2003	2190	2325
MA_RS06490	NC_003552.1	1488722	1490296	-	1575	7470	7102	5576	5137	5820	5667
MA_RS06495	NC_003552.1	1491186	1492046	+	861	7561	7728	6176	5646	7621	8099
MA_RS06500	NC_003552.1	1492897	1493604	+	708	903	863	689	550	897	771
MA_RS06505	NC_003552.1	1494282	1494488	+	207	255	151	114	93	138	99
MA_RS26610	NC_003552.1	1494607	1494750	+	144	110	79	68	70	63	84
MA_RS26615	NC_003552.1	1494775	1494921	+	147	72	47	54	39	111	102
MA_RS06510	NC_003552.1	1495601	1495909	-	309	5697	7383	6936	9978	9738	14529
MA_RS06515	NC_003552.1	1495948	1497216	-	1269	116662	101502	89268	86737	47368	65738
MA_RS06520	NC_003552.1	1497544	1499736	-	2193	127249	102125	82679	77948	50594	69766
MA_RS06525	NC_003552.1	1499809	1500378	-	570	24363	20270	17124	19590	10444	13332
MA_RS06530	NC_003552.1	1500375	1500803	-	429	12129	9401	8418	8323	5521	8268
MA_RS06535	NC_003552.1	1500907	1501332	-	426	15277	12792	8053	7290	6989	8079
MA_RS06540	NC_003552.1	1501353	1501643	-	291	13302	11555	9992	8602	4649	6053
MA_RS06545	NC_003552.1	1501905	1503107	-	1203	19810	16195	12069	11305	9136	11744
MA_RS06550	NC_003552.1	1503104	1505746	-	2643	67660	56686	46331	38816	20865	30847
MA_RS06555	NC_003552.1	1505761	1507575	-	1815	46630	35128	30364	25940	15368	23326
MA_RS06560	NC_003552.1	1507589	1509184	-	1596	27699	21084	12551	12286	10626	12032
MA_RS06565	NC_003552.1	1509398	1509634	-	237	9122	6183	2995	2715	5293	4270
MA_RS06570	NC_003552.1	1509721	1509797	-	77	2377	2451	4241	7051	1404	1421
MA_RS06580	NC_003552.1	1510392	1512242	-	1851	5844	5776	3482	3031	2903	2634
MA_RS06585	NC_003552.1	1512274	1512720	-	447	937	640	287	251	242	302
MA_RS06590	NC_003552.1	1512779	1513219	-	441	902	854	511	415	657	792
MA_RS06595	NC_003552.1	1513317	1517687	-	4371	16914	13848	9795	8586	6667	9673
MA_RS06600	NC_003552.1	1519002	1520234	+	1233	3539	2924	2302	1597	3637	3392
MA_RS06605	NC_003552.1	1520231	1520926	+	696	816	699	458	362	726	826
MA_RS06610	NC_003552.1	1520928	1521941	+	1014	2080	1629	1164	952	1629	1886
MA_RS06615	NC_003552.1	1522072	1526139	-	4068	13217	10850	8318	6865	7149	8333
MA_RS06620	NC_003552.1	1526588	1527823	-	1236	10458	8104	5707	6494	5147	6509
MA_RS06625	NC_003552.1	1528211	1529509	-	1299	14975	12681	8398	8439	7774	7945
MA_RS06630	NC_003552.1	1530030	1530674	-	645	1618	1731	1239	1432	1102	1335
MA_RS06635	NC_003552.1	1530677	1531438	-	762	1554	1617	1441	1658	983	1621
