locus_tag,old_locus_tag,old_locus_tag_all,gene_name,gene_biotype,seqid,start,end,strand
MA_RS07925,MA1526,"MA1526,MA_1526",MA_RS07925,protein_coding,NC_003552.1,1804703,1805113,+
MA_RS29170,MA_1527,MA_1527,MA_RS29170,protein_coding,NC_003552.1,1805372,1805722,-
MA_RS07935,MA1528,"MA1528,MA_1528",MA_RS07935,protein_coding,NC_003552.1,1805940,1806410,-
MA_RS07940,MA1529,"MA1529,MA_1529",MA_RS07940,protein_coding,NC_003552.1,1806803,1807570,-
MA_RS07945,MA1530,"MA1530,MA_1530",MA_RS07945,protein_coding,NC_003552.1,1807828,1809651,-
MA_RS07955,MA1531,"MA1531,MA_1531",MA_RS07955,protein_coding,NC_003552.1,1809929,1810669,-
MA_RS07960,MA1532,"MA1532,MA_1532",MA_RS07960,protein_coding,NC_003552.1,1810653,1810919,-
MA_RS07965,MA1533,"MA1533,MA_1533",istB,protein_coding,NC_003552.1,1811030,1811803,-
MA_RS07970,MA1534,"MA1534,MA_1534",istA,protein_coding,NC_003552.1,1811800,1813044,-
MA_RS07980,MA1535,"MA1535,MA_1535",MA_RS07980,protein_coding,NC_003552.1,1815020,1815670,-
MA_RS07985,MA1536,"MA1536,MA_1536",MA_RS07985,protein_coding,NC_003552.1,1815791,1816861,-
MA_RS07990,MA1537,"MA1537,MA_1537",MA_RS07990,protein_coding,NC_003552.1,1816864,1818435,-
MA_RS07995,MA1538,"MA1538,MA_1538",MA_RS07995,protein_coding,NC_003552.1,1818428,1819348,-
MA_RS08000,MA1539,"MA1539,MA_1539",MA_RS08000,protein_coding,NC_003552.1,1819360,1820256,-
MA_RS08005,MA1540,"MA1540,MA_1540",MA_RS08005,protein_coding,NC_003552.1,1820253,1822070,-
MA_RS28510,MA_1541,MA_1541,MA_RS28510,protein_coding,NC_003552.1,1822539,1822958,-
MA_RS28515,,,MA_RS28515,protein_coding,NC_003552.1,1822955,1823155,-
MA_RS26695,MA_1542,MA_1542,MA_RS26695,protein_coding,NC_003552.1,1823937,1824209,+
MA_RS08015,MA1543,"MA1543,MA_1543",MA_RS08015,protein_coding,NC_003552.1,1824301,1826019,+
MA_RS08020,MA1544,"MA1544,MA_1544",MA_RS08020,protein_coding,NC_003552.1,1826024,1826884,+
MA_RS08025,MA1545,"MA1545,MA_1545",MA_RS08025,protein_coding,NC_003552.1,1826897,1827781,+
MA_RS08030,MA1546,"MA1546,MA_1546",MA_RS08030,protein_coding,NC_003552.1,1828351,1829235,-
MA_RS08035,MA1547,"MA1547,MA_1547",MA_RS08035,protein_coding,NC_003552.1,1829241,1830146,-
MA_RS08040,MA1548,"MA1548,MA_1548",MA_RS08040,protein_coding,NC_003552.1,1830161,1831765,-
MA_RS29630,MA_1549,MA_1549,MA_RS29630,protein_coding,NC_003552.1,1832201,1832680,-
MA_RS25220,MA_1550,MA_1550,MA_RS25220,protein_coding,NC_003552.1,1833521,1833943,-
MA_RS08050,MA1551,"MA1551,MA_1551",MA_RS08050,protein_coding,NC_003552.1,1834105,1834797,-
MA_RS08055,MA1552,"MA1552,MA_1552",MA_RS08055,protein_coding,NC_003552.1,1834844,1835329,-
MA_RS08060,MA1553,"MA1553,MA_1553",MA_RS08060,protein_coding,NC_003552.1,1835728,1836408,-
MA_RS08065,MA1554,"MA1554,MA_1554",MA_RS08065,protein_coding,NC_003552.1,1836986,1837393,-
MA_RS08070,MA1555,"MA1555,MA_1555",MA_RS08070,protein_coding,NC_003552.1,1837486,1838787,+
MA_RS26700,,,MA_RS26700,protein_coding,NC_003552.1,1839456,1839614,+
MA_RS08085,MA1556,"MA1556,MA_1556",MA_RS08085,protein_coding,NC_003552.1,1839824,1842013,+
MA_RS29340,,,MA_RS29340,protein_coding,NC_003552.1,1842589,1842717,-
MA_RS08090,MA1557,"MA1557,MA_1557",MA_RS08090,protein_coding,NC_003552.1,1842711,1843019,-
MA_RS08095,MA1558,"MA1558,MA_1558",MA_RS08095,protein_coding,NC_003552.1,1843643,1844185,+
MA_RS08100,MA1559,"MA1559,MA_1559",MA_RS08100,protein_coding,NC_003552.1,1844182,1845138,+
MA_RS08105,MA1560,"MA1560,MA_1560",MA_RS08105,protein_coding,NC_003552.1,1846035,1846298,-
MA_RS08110,MA1561,"MA1561,MA_1561",MA_RS08110,protein_coding,NC_003552.1,1846401,1846946,-
MA_RS08115,MA1562,"MA1562,MA_1562",MA_RS08115,protein_coding,NC_003552.1,1846958,1847947,-
MA_RS24450,,,MA_RS24450,protein_coding,NC_003552.1,1848682,1848939,+
MA_RS08125,MA1563,"MA1563,MA_1563",MA_RS08125,protein_coding,NC_003552.1,1849937,1850524,-
MA_RS08130,MA1564,"MA1564,MA_1564",MA_RS08130,protein_coding,NC_003552.1,1851088,1851807,+
MA_RS08135,MA1565,"MA1565,MA_1565",MA_RS08135,protein_coding,NC_003552.1,1852634,1854280,-
MA_RS08140,MA1566,"MA1566,MA_1566",pdxT,protein_coding,NC_003552.1,1854807,1855406,-
MA_RS08145,MA1567,"MA1567,MA_1567",pdxS,protein_coding,NC_003552.1,1855673,1856569,-
MA_RS08150,MA1568,"MA1568,MA_1568",MA_RS08150,protein_coding,NC_003552.1,1857296,1858885,+
MA_RS08155,MA1569,"MA1569,MA_1569",MA_RS08155,protein_coding,NC_003552.1,1859387,1860430,-
MA_RS08160,MA1570,"MA1570,MA_1570",MA_RS08160,protein_coding,NC_003552.1,1860781,1861230,+
MA_RS08165,MA1571,"MA1571,MA_1571",MA_RS08165,protein_coding,NC_003552.1,1861660,1862529,+
MA_RS08170,MA1572,"MA1572,MA_1572",MA_RS08170,protein_coding,NC_003552.1,1862802,1863854,+
MA_RS08175,MA1573,"MA1573,MA_1573",MA_RS08175,protein_coding,NC_003552.1,1864340,1865533,+
MA_RS08180,MA1574,"MA1574,MA_1574",MA_RS08180,protein_coding,NC_003552.1,1865710,1866321,-
MA_RS08185,MA1575,"MA1575,MA_1575",MA_RS08185,protein_coding,NC_003552.1,1867153,1867587,+
MA_RS08190,MA1576,"MA1576,MA_1576",MA_RS08190,protein_coding,NC_003552.1,1867914,1868969,+
MA_RS08195,MA1577,"MA1577,MA_1577",MA_RS08195,protein_coding,NC_003552.1,1869102,1870307,+
MA_RS08200,MA1578,"MA1578,MA_1578",istB,protein_coding,NC_003552.1,1870363,1871136,-
MA_RS08205,MA1579,"MA1579,MA_1579",istA,protein_coding,NC_003552.1,1871133,1872377,-
MA_RS08210,MA1580,"MA1580,MA_1580",MA_RS08210,protein_coding,NC_003552.1,1872500,1874293,+
MA_RS08215,MA1581,"MA1581,MA_1581",MA_RS08215,protein_coding,NC_003552.1,1874524,1875813,+
MA_RS08220,MA1582,"MA1582,MA_1582",MA_RS08220,protein_coding,NC_003552.1,1875955,1878270,-
MA_RS08230,MA1583,"MA1583,MA_1583",gyrA,protein_coding,NC_003552.1,1879202,1881991,-
MA_RS08235,MA1584,"MA1584,MA_1584",gyrB,protein_coding,NC_003552.1,1882003,1883907,-
MA_RS08240,MA1586,"MA1586,MA_1586",MA_RS08240,protein_coding,NC_003552.1,1884623,1885744,-
MA_RS08245,MA1587,"MA1587,MA_1587",MA_RS08245,protein_coding,NC_003552.1,1885746,1887611,-
MA_RS08250,MA1588,"MA1588,MA_1588",MA_RS08250,protein_coding,NC_003552.1,1887803,1888033,-
MA_RS08255,MA1589,"MA1589,MA_1589",MA_RS08255,protein_coding,NC_003552.1,1888721,1889323,-
MA_RS08260,MA1590,"MA1590,MA_1590",MA_RS08260,protein_coding,NC_003552.1,1889477,1890808,-
MA_RS08265,MA1591,"MA1591,MA_1591",MA_RS08265,protein_coding,NC_003552.1,1890854,1892185,-
MA_RS08275,MA1593,"MA1593,MA_1593",MA_RS08275,protein_coding,NC_003552.1,1893802,1894374,+
MA_RS08285,MA1594,"MA1594,MA_1594",MA_RS08285,protein_coding,NC_003552.1,1895107,1895349,-
MA_RS08295,MA1596,"MA1596,MA_1596",MA_RS08295,protein_coding,NC_003552.1,1896427,1897383,+
MA_RS08300,MA1597,"MA1597,MA_1597",MA_RS08300,protein_coding,NC_003552.1,1897370,1898137,+
MA_RS08305,MA1598,"MA1598,MA_1598",MA_RS08305,protein_coding,NC_003552.1,1898487,1898789,-
MA_RS08310,MA1599,"MA1599,MA_1599",MA_RS08310,protein_coding,NC_003552.1,1899090,1899632,+
MA_RS08315,MA1600,"MA1600,MA_1600",MA_RS08315,protein_coding,NC_003552.1,1899892,1900113,+
MA_RS08325,MA1601,"MA1601,MA_1601",MA_RS08325,protein_coding,NC_003552.1,1901419,1901709,-
MA_RS08330,MA1602,"MA1602,MA_1602",MA_RS08330,protein_coding,NC_003552.1,1901834,1902232,+
MA_RS08340,MA1605,"MA1605,MA_1605",MA_RS08340,protein_coding,NC_003552.1,1905469,1908315,+
MA_RS08345,MA1606,"MA1606,MA_1606",MA_RS08345,protein_coding,NC_003552.1,1908653,1908991,+
MA_RS08350,MA1607,"MA1607,MA_1607",MA_RS08350,protein_coding,NC_003552.1,1909010,1909342,+
MA_RS08355,MA1608,"MA1608,MA_1608",MA_RS08355,protein_coding,NC_003552.1,1910053,1910388,+
MA_RS08365,MA1610,"MA1610,MA_1610",thrC,protein_coding,NC_003552.1,1911151,1912368,+
MA_RS08370,MA1611,"MA1611,MA_1611",leuS,protein_coding,NC_003552.1,1912651,1915536,+
MA_RS08380,MA1613,"MA1613,MA_1613",MA_RS08380,protein_coding,NC_003552.1,1916401,1922058,-
MA_RS08385,MA1614,"MA1614,MA_1614",MA_RS08385,protein_coding,NC_003552.1,1922771,1923295,-
MA_RS08390,MA1615,"MA1615,MA_1615",mtaA,protein_coding,NC_003552.1,1923640,1924659,+
MA_RS08395,MA1616,"MA1616,MA_1616",mtaB,protein_coding,NC_003552.1,1925258,1926643,-
MA_RS08400,MA1617,"MA1617,MA_1617",mtaC,protein_coding,NC_003552.1,1926657,1927439,-
MA_RS08405,MA1618,"MA1618,MA_1618",MA_RS08405,rRNA,NC_003552.1,1928574,1930051,+
MA_RS08410,MAt4704,MAt4704,MA_RS08410,tRNA,NC_003552.1,1930138,1930210,+
MA_RS08415,MA1620,"MA1620,MA_1620",MA_RS08415,rRNA,NC_003552.1,1930329,1933232,+
MA_RS08420,MA1622,"MA1622,MA_1622",rrf,rRNA,NC_003552.1,1933306,1933428,+
MA_RS08425,MA1623,"MA1623,MA_1623",MA_RS08425,protein_coding,NC_003552.1,1933703,1934305,-
MA_RS08435,MA1624,"MA1624,MA_1624",MA_RS08435,protein_coding,NC_003552.1,1935885,1937975,+
MA_RS08440,MA1625,"MA1625,MA_1625",MA_RS08440,protein_coding,NC_003552.1,1938930,1939154,+
MA_RS24455,MA_1626,MA_1626,MA_RS24455,protein_coding,NC_003552.1,1939204,1940445,+
MA_RS08450,MA1627,"MA1627,MA_1627",MA_RS08450,protein_coding,NC_003552.1,1941145,1943985,+
MA_RS08455,MA1628,"MA1628,MA_1628",MA_RS08455,protein_coding,NC_003552.1,1944036,1946747,+
MA_RS08460,MA1629,"MA1629,MA_1629",MA_RS08460,protein_coding,NC_003552.1,1946917,1948545,-
MA_RS08465,MA1630,"MA1630,MA_1630",MA_RS08465,protein_coding,NC_003552.1,1948725,1952270,+
MA_RS08470,MA1631,"MA1631,MA_1631",MA_RS08470,protein_coding,NC_003552.1,1952419,1953846,+
MA_RS08475,MA1632,"MA1632,MA_1632",MA_RS08475,protein_coding,NC_003552.1,1953827,1955185,+
MA_RS08480,MA1633,"MA1633,MA_1633",MA_RS08480,protein_coding,NC_003552.1,1955192,1956043,+
MA_RS08485,MA1634,"MA1634,MA_1634",MA_RS08485,protein_coding,NC_003552.1,1956081,1956713,+
MA_RS08490,MA1635,"MA1635,MA_1635",MA_RS08490,protein_coding,NC_003552.1,1956973,1957368,+
MA_RS08495,MA1636,"MA1636,MA_1636",MA_RS08495,protein_coding,NC_003552.1,1957893,1959341,-
MA_RS08510,MA1640,"MA1640,MA_1640",MA_RS08510,protein_coding,NC_003552.1,1962357,1964540,-
MA_RS08515,MA1641,"MA1641,MA_1641",MA_RS08515,protein_coding,NC_003552.1,1965105,1967111,-
MA_RS08525,MA1643,"MA1643,MA_1643",MA_RS08525,protein_coding,NC_003552.1,1968483,1969181,-
MA_RS08530,MA1645,"MA1645,MA_1645",MA_RS08530,protein_coding,NC_003552.1,1969824,1972484,+
MA_RS08535,MA1646,"MA1646,MA_1646",MA_RS08535,protein_coding,NC_003552.1,1973020,1976178,+
MA_RS08540,MA1647,"MA1647,MA_1647",MA_RS08540,protein_coding,NC_003552.1,1976301,1976966,-
MA_RS08545,MA1648,"MA1648,MA_1648",MA_RS08545,protein_coding,NC_003552.1,1976954,1977418,-
MA_RS25240,,,MA_RS25240,protein_coding,NC_003552.1,1977787,1978469,-
MA_RS08560,MA1651,"MA1651,MA_1651",MA_RS08560,protein_coding,NC_003552.1,1978710,1979558,+
MA_RS08565,MA1652,"MA1652,MA_1652",MA_RS08565,protein_coding,NC_003552.1,1979982,1981412,-
MA_RS08570,MA1653,"MA1653,MA_1653",MA_RS08570,protein_coding,NC_003552.1,1982012,1983373,+
MA_RS08575,MA1654,"MA1654,MA_1654",MA_RS08575,protein_coding,NC_003552.1,1984443,1984982,+
MA_RS08580,MA1655,"MA1655,MA_1655",MA_RS08580,protein_coding,NC_003552.1,1985171,1986847,+
MA_RS08585,MA1656,"MA1656,MA_1656",MA_RS08585,protein_coding,NC_003552.1,1986936,1988057,-
MA_RS08590,MA1657,"MA1657,MA_1657",MA_RS08590,protein_coding,NC_003552.1,1988711,1990219,+
MA_RS08595,MA1658,"MA1658,MA_1658",MA_RS08595,protein_coding,NC_003552.1,1990442,1990747,+
MA_RS08600,MA1659,"MA1659,MA_1659",MA_RS08600,protein_coding,NC_003552.1,1990762,1991310,+
MA_RS29345,,,MA_RS29345,protein_coding,NC_003552.1,1991624,1991755,+
MA_RS24460,MA_1660,MA_1660,MA_RS24460,protein_coding,NC_003552.1,1992185,1994965,+
MA_RS08610,MA1661,"MA1661,MA_1661",MA_RS08610,protein_coding,NC_003552.1,1995881,1996348,+
MA_RS08620,MA1663,"MA1663,MA_1663",MA_RS08620,protein_coding,NC_003552.1,1996878,1997207,+
MA_RS08630,MA1664,"MA1664,MA_1664",MA_RS08630,protein_coding,NC_003552.1,1997406,1997819,+
MA_RS08635,MA1665,"MA1665,MA_1665",MA_RS08635,protein_coding,NC_003552.1,1998360,2000036,+
MA_RS08640,MA1666,"MA1666,MA_1666",MA_RS08640,protein_coding,NC_003552.1,2000194,2001168,+
MA_RS08645,MA1667,"MA1667,MA_1667",MA_RS08645,protein_coding,NC_003552.1,2001638,2002555,+
MA_RS08650,MA1668,"MA1668,MA_1668",MA_RS08650,protein_coding,NC_003552.1,2002736,2003419,+
MA_RS08655,MA1669,"MA1669,MA_1669",MA_RS08655,protein_coding,NC_003552.1,2003430,2003867,+
MA_RS08660,MA1670,"MA1670,MA_1670",MA_RS08660,protein_coding,NC_003552.1,2004011,2004703,+
MA_RS08665,MA1671,"MA1671,MA_1671",MA_RS08665,protein_coding,NC_003552.1,2004875,2005264,-
MA_RS08670,MA1672,"MA1672,MA_1672",eno,protein_coding,NC_003552.1,2005904,2007190,+
MA_RS08680,MA1674,"MA1674,MA_1674",MA_RS08680,protein_coding,NC_003552.1,2008039,2009208,+
MA_RS08685,MA1675,"MA1675,MA_1675",MA_RS08685,protein_coding,NC_003552.1,2009421,2010233,-
MA_RS08690,MA1676,"MA1676,MA_1676",MA_RS08690,protein_coding,NC_003552.1,2010696,2011340,+
MA_RS08695,MA1677,"MA1677,MA_1677",MA_RS08695,protein_coding,NC_003552.1,2011725,2012717,+
MA_RS28525,,,MA_RS28525,protein_coding,NC_003552.1,2012721,2013059,+
MA_RS08700,MA1678,"MA1678,MA_1678",MA_RS08700,protein_coding,NC_003552.1,2013419,2015923,+
MA_RS08705,MA1679,"MA1679,MA_1679",MA_RS08705,protein_coding,NC_003552.1,2016050,2016436,+
MA_RS08715,MA1682,"MA1682,MA_1682",thsA,protein_coding,NC_003552.1,2017717,2019360,-
MA_RS08725,MA1683,"MA1683,MA_1683",rpiA,protein_coding,NC_003552.1,2019744,2020448,-
MA_RS08730,MA1684,"MA1684,MA_1684",aspS,protein_coding,NC_003552.1,2020538,2021872,-
MA_RS08735,MA1685,"MA1685,MA_1685",MA_RS08735,protein_coding,NC_003552.1,2022308,2022754,+
MA_RS08740,,,MA_RS08740,protein_coding,NC_003552.1,2022981,2023241,+
MA_RS08745,MA1686,"MA1686,MA_1686",MA_RS08745,protein_coding,NC_003552.1,2023960,2024694,+
MA_RS25245,MA_1687,MA_1687,MA_RS25245,protein_coding,NC_003552.1,2024761,2025402,-
MA_RS26705,,,MA_RS26705,protein_coding,NC_003552.1,2025329,2025661,-
MA_RS08760,,,MA_RS08760,protein_coding,NC_003552.1,2026482,2026673,+
MA_RS08765,MA1689,"MA1689,MA_1689",MA_RS08765,protein_coding,NC_003552.1,2026980,2027876,+
MA_RS08770,MA1690,"MA1690,MA_1690",MA_RS08770,protein_coding,NC_003552.1,2028215,2029327,-
MA_RS08775,MA1691,"MA1691,MA_1691",MA_RS08775,protein_coding,NC_003552.1,2030075,2031469,-
MA_RS24465,MA_1692,MA_1692,MA_RS24465,protein_coding,NC_003552.1,2031478,2032599,+
MA_RS08790,MA1693,"MA1693,MA_1693",MA_RS08790,protein_coding,NC_003552.1,2033512,2033721,+
MA_RS08795,MA1694,"MA1694,MA_1694",MA_RS08795,protein_coding,NC_003552.1,2033718,2033981,+
MA_RS08805,MA1696,"MA1696,MA_1696",MA_RS08805,protein_coding,NC_003552.1,2034218,2034436,-
MA_RS08810,MA1697,"MA1697,MA_1697",MA_RS08810,protein_coding,NC_003552.1,2034693,2035934,-
MA_RS08815,MA1698,"MA1698,MA_1698",MA_RS08815,protein_coding,NC_003552.1,2036474,2037151,+
MA_RS24470,MA_1699,MA_1699,MA_RS24470,protein_coding,NC_003552.1,2037452,2038330,+
MA_RS08825,,,MA_RS08825,protein_coding,NC_003552.1,2038440,2038610,-
MA_RS08830,MA1700,"MA1700,MA_1700",MA_RS08830,protein_coding,NC_003552.1,2038743,2039132,-
MA_RS08835,MA1701,"MA1701,MA_1701",MA_RS08835,protein_coding,NC_003552.1,2039855,2040466,+
MA_RS08840,MA1702,"MA1702,MA_1702",MA_RS08840,protein_coding,NC_003552.1,2040583,2041011,+
MA_RS08845,MA1703,"MA1703,MA_1703",MA_RS08845,protein_coding,NC_003552.1,2041455,2042084,+
MA_RS08850,MA1704,"MA1704,MA_1704",MA_RS08850,protein_coding,NC_003552.1,2042975,2044264,-
MA_RS08855,MA1705,"MA1705,MA_1705",MA_RS08855,protein_coding,NC_003552.1,2044430,2044771,+
MA_RS08860,MA1706,"MA1706,MA_1706",MA_RS08860,protein_coding,NC_003552.1,2045002,2045424,+
MA_RS08865,MA1708,"MA1708,MA_1708",MA_RS08865,protein_coding,NC_003552.1,2046993,2047688,+
MA_RS08870,MA1709,"MA1709,MA_1709",MA_RS08870,protein_coding,NC_003552.1,2048732,2049928,+
MA_RS08875,MA1710,"MA1710,MA_1710",mch,protein_coding,NC_003552.1,2050465,2051430,+
MA_RS08880,MA1711,"MA1711,MA_1711",MA_RS08880,protein_coding,NC_003552.1,2051782,2052249,+
MA_RS08885,,,MA_RS08885,protein_coding,NC_003552.1,2052369,2052728,-
MA_RS08890,MA1712,"MA1712,MA_1712",MA_RS08890,protein_coding,NC_003552.1,2052893,2054050,+
MA_RS08895,MA1713,"MA1713,MA_1713",MA_RS08895,protein_coding,NC_003552.1,2054261,2054545,-
MA_RS08900,MA1714,"MA1714,MA_1714",MA_RS08900,protein_coding,NC_003552.1,2054615,2056438,-
MA_RS08905,MA1715,"MA1715,MA_1715",MA_RS08905,protein_coding,NC_003552.1,2056707,2057468,-
MA_RS08910,MA1716,"MA1716,MA_1716",MA_RS08910,protein_coding,NC_003552.1,2057993,2058400,-
MA_RS08915,MA1717,"MA1717,MA_1717",MA_RS08915,protein_coding,NC_003552.1,2058677,2059861,+
MA_RS08920,MA1718,"MA1718,MA_1718",MA_RS08920,protein_coding,NC_003552.1,2060242,2061168,-
MA_RS08925,MA1719,"MA1719,MA_1719",MA_RS08925,protein_coding,NC_003552.1,2061156,2061899,-
MA_RS08930,MA1721,"MA1721,MA_1721",corA,protein_coding,NC_003552.1,2062540,2063610,-
MA_RS08935,MA1722,"MA1722,MA_1722",MA_RS08935,protein_coding,NC_003552.1,2063894,2064814,+
MA_RS08940,MA1723,"MA1723,MA_1723",MA_RS08940,protein_coding,NC_003552.1,2065405,2068038,+
MA_RS08950,MA1724,"MA1724,MA_1724",MA_RS08950,protein_coding,NC_003552.1,2068408,2069535,+
MA_RS08960,MA1725,"MA1725,MA_1725",MA_RS08960,protein_coding,NC_003552.1,2069704,2071011,-
MA_RS08965,MA1726,"MA1726,MA_1726",MA_RS08965,protein_coding,NC_003552.1,2071018,2071629,-
MA_RS08970,MA1727,"MA1727,MA_1727",iorA,protein_coding,NC_003552.1,2071626,2073485,-
MA_RS08975,MA1728,"MA1728,MA_1728",MA_RS08975,protein_coding,NC_003552.1,2074213,2075256,+
MA_RS08980,MA1729,"MA1729,MA_1729",MA_RS08980,protein_coding,NC_003552.1,2075733,2076269,+
MA_RS08985,MA1730,"MA1730,MA_1730",MA_RS08985,protein_coding,NC_003552.1,2076358,2077593,-
MA_RS08990,MA1731,"MA1731,MA_1731",MA_RS08990,protein_coding,NC_003552.1,2077902,2078426,+
MA_RS08995,MA1732,"MA1732,MA_1732",MA_RS08995,protein_coding,NC_003552.1,2078646,2078864,-
MA_RS09000,MA1733,"MA1733,MA_1733",MA_RS09000,protein_coding,NC_003552.1,2079179,2079856,-
MA_RS09005,MA1734,"MA1734,MA_1734",MA_RS09005,protein_coding,NC_003552.1,2080131,2080379,+
MA_RS09010,MA1735,"MA1735,MA_1735",MA_RS09010,protein_coding,NC_003552.1,2080763,2081935,-
MA_RS09015,MA1736,"MA1736,MA_1736",MA_RS09015,protein_coding,NC_003552.1,2082495,2082890,+
MA_RS28080,,,MA_RS28080,protein_coding,NC_003552.1,2083217,2083390,+
MA_RS09025,MA1738,"MA1738,MA_1738",MA_RS09025,protein_coding,NC_003552.1,2083769,2086681,-
MA_RS09030,MA1739,"MA1739,MA_1739",MA_RS09030,protein_coding,NC_003552.1,2087062,2089254,-
MA_RS09035,MA1740,"MA1740,MA_1740",MA_RS09035,protein_coding,NC_003552.1,2089620,2089865,-
MA_RS09040,MA1741,"MA1741,MA_1741",MA_RS09040,protein_coding,NC_003552.1,2089997,2090470,-
MA_RS09045,MA1742,"MA1742,MA_1742",MA_RS09045,protein_coding,NC_003552.1,2093083,2094267,-
MA_RS09050,MA1743,"MA1743,MA_1743",MA_RS09050,protein_coding,NC_003552.1,2094708,2095883,-
MA_RS09055,MA1744,"MA1744,MA_1744",MA_RS09055,protein_coding,NC_003552.1,2096298,2097500,+
MA_RS09060,MA1745,"MA1745,MA_1745",MA_RS09060,protein_coding,NC_003552.1,2097561,2098493,+
MA_RS09065,MA1746,"MA1746,MA_1746",MA_RS09065,protein_coding,NC_003552.1,2098570,2099661,+
MA_RS09070,MA1747,"MA1747,MA_1747",MA_RS09070,protein_coding,NC_003552.1,2099658,2101502,-
MA_RS09075,MA1748,"MA1748,MA_1748",MA_RS09075,protein_coding,NC_003552.1,2101613,2102476,+
MA_RS09080,MA1749,"MA1749,MA_1749",MA_RS09080,protein_coding,NC_003552.1,2102519,2103844,-
MA_RS09085,MA1750,"MA1750,MA_1750",MA_RS09085,protein_coding,NC_003552.1,2104499,2106286,+
MA_RS09090,MA1751,"MA1751,MA_1751",MA_RS09090,protein_coding,NC_003552.1,2106255,2107253,+
MA_RS09095,MA1752,"MA1752,MA_1752",MA_RS09095,protein_coding,NC_003552.1,2107279,2107953,+
MA_RS09100,MA1753,"MA1753,MA_1753",MA_RS09100,protein_coding,NC_003552.1,2109294,2112743,-
MA_RS09105,MA1754,"MA1754,MA_1754",MA_RS09105,protein_coding,NC_003552.1,2113616,2117077,-
MA_RS25255,MA_1755,MA_1755,MA_RS25255,protein_coding,NC_003552.1,2119658,2120789,-
MA_RS09120,MA1756,"MA1756,MA_1756",MA_RS09120,protein_coding,NC_003552.1,2121474,2125040,-
MA_RS09130,MA1757,"MA1757,MA_1757",MA_RS09130,protein_coding,NC_003552.1,2125596,2125958,+
MA_RS09135,MA1758,"MA1758,MA_1758",MA_RS09135,protein_coding,NC_003552.1,2126319,2127875,-
MA_RS09140,MA1759,"MA1759,MA_1759",MA_RS09140,protein_coding,NC_003552.1,2129519,2131132,-
MA_RS09145,MA1760,"MA1760,MA_1760",MA_RS09145,protein_coding,NC_003552.1,2131129,2132844,-
MA_RS26720,,,MA_RS26720,protein_coding,NC_003552.1,2133429,2133593,-
MA_RS28170,MA_1761,MA_1761,MA_RS28170,protein_coding,NC_003552.1,2133590,2136817,-
MA_RS28535,MA_1762,MA_1762,MA_RS28535,protein_coding,NC_003552.1,2137810,2149776,-
MA_RS09160,MA1763,"MA1763,MA_1763",nikR,protein_coding,NC_003552.1,2151010,2151432,-
MA_RS24475,MA_1764,MA_1764,MA_RS24475,protein_coding,NC_003552.1,2152449,2155154,-
MA_RS09170,MA1765,"MA1765,MA_1765",MA_RS09170,protein_coding,NC_003552.1,2155190,2156110,-
MA_RS28540,MA_1766,MA_1766,MA_RS28540,protein_coding,NC_003552.1,2156223,2161430,-
MA_RS28185,MA_1767,MA_1767,MA_RS28185,protein_coding,NC_003552.1,2162632,2166249,-
MA_RS09185,MA1768,"MA1768,MA_1768",MA_RS09185,protein_coding,NC_003552.1,2167364,2170228,-
MA_RS09195,MA1769,"MA1769,MA_1769",MA_RS09195,protein_coding,NC_003552.1,2173783,2174655,-
MA_RS09200,MA1770,"MA1770,MA_1770",MA_RS09200,protein_coding,NC_003552.1,2174698,2175498,-
MA_RS09205,MA1771,"MA1771,MA_1771",MA_RS09205,protein_coding,NC_003552.1,2175621,2176199,-
MA_RS24485,,,MA_RS24485,protein_coding,NC_003552.1,2176302,2176574,-
MA_RS24490,,,MA_RS24490,protein_coding,NC_003552.1,2176621,2177097,-
MA_RS09215,MA1773,"MA1773,MA_1773",MA_RS09215,protein_coding,NC_003552.1,2178213,2178911,+
MA_RS09220,MA1774,"MA1774,MA_1774",MA_RS09220,protein_coding,NC_003552.1,2179415,2180017,+
MA_RS25375,MA_4672,MA_4672,MA_RS25375,protein_coding,NC_003552.1,2180233,2180370,-
MA_RS09225,MA1775,"MA1775,MA_1775",MA_RS09225,protein_coding,NC_003552.1,2180400,2180684,-
MA_RS09230,MA1776,"MA1776,MA_1776",rrp42,protein_coding,NC_003552.1,2180850,2181650,-
MA_RS09235,,,rrp41,protein_coding,NC_003552.1,2181634,2183244,-
MA_RS09240,MA1777,"MA1777,MA_1777",rrp4,protein_coding,NC_003552.1,2183323,2184105,-
MA_RS09245,MA1778,"MA1778,MA_1778",MA_RS09245,protein_coding,NC_003552.1,2184117,2184809,-
MA_RS09250,MA1779,"MA1779,MA_1779",psmA,protein_coding,NC_003552.1,2184888,2185637,-
MA_RS09255,MA1781,"MA1781,MA_1781",MA_RS09255,protein_coding,NC_003552.1,2187588,2187986,-
MA_RS09260,MA1782,"MA1782,MA_1782",rnp3,protein_coding,NC_003552.1,2187983,2188702,-
MA_RS09265,MA1783,"MA1783,MA_1783",MA_RS09265,protein_coding,NC_003552.1,2188695,2189120,-
MA_RS09270,MA1784,"MA1784,MA_1784",MA_RS09270,protein_coding,NC_003552.1,2189135,2189725,-
MA_RS09275,MA1785,"MA1785,MA_1785",MA_RS09275,protein_coding,NC_003552.1,2190122,2190661,+
